39.4286,9.73239,19.0808,27.2604,36.0206,44.0851,52.5579,59.2381,67.9821,76.9773,87.0735,4.08108,6.79221,21.3077,30.5063,39.2292,47.75,55.5397,62.837,71.1463,81.8636,89.2,2.90278,12.7711,16.3265,26.1277,35.5846,43.8676,51.2963,58.7955,66.5,77.1176,87.0833,7.94231,18.55,25.7222,32.2787,41.2113,49.1714,56.5179,64.807,72.8434,79.8987,88.4754,2.28788,13.0778,20.8961,29.1765,35.7368,42.1127,52.875,60.0857,67.0571,75.3012,85.4706,5.05556,16.6812,23.9733,32.65,40.0435,47.9733,58.0462,66.7091,74.8824,86.2692,84.8797,3.12,11.0312,21.8545,27.1379,32.6757,45.7778,53.7188,56.525,65.1972,73.0682,84.6034,5.78889,15.5205,23.1212,29.8667,40.0806,47.4211,55.2632,62.8493,73.3494,81.8873,88.6182,5.10345,12.7361,19.3889,30.2532,36.9286,44.975,54.1139,60.1404,68.3671,77.8632,87.1053,2.23256,15.6486,22.9,29.8833,39.8913,49.7625,59.7826,65.4286,71.2917,82.0725,87.5309,4.80233,10.6111,19.8706,27.3514,33.8621,43.9615,53,59.5532,67.678,74.9516,85.9067,8.23684,14.9333,24.1014,31.5532,38.9324,48.1667,55.5846,64.0806,72.5692,79.64,88.4,2.93258,11.6533,20.8022,31.5733,35.375,43.8795,52.44,59.4833,66.2683,72.2,82.8387,5.04124,14.1613,23.6667,28.96,37.9531,47.6,56.2326,62.2037,70.8119,80.8451,89.017,
31.7959,11.0392,20.2537,27.4211,35.4487,44.5658,51.9107,57.5429,65.7558,75.3441,85.1491,4.48837,16.878,23.82,30.9818,40.6154,47.6769,55.2571,63.4133,71.0923,78.3654,87.6092,4.39175,12.2812,22.6279,29.8298,36.1667,47.6078,54.6129,60.6667,66.75,73.8387,83.0405,5.58108,17.5897,26.4561,34.7344,40.2885,46.8393,57.5909,63.4242,73.3778,79.7213,88.4783,2.98246,11.7105,19.8857,28.9333,37.75,45.8873,52.7843,61.2909,68.807,75.8983,81.8594,4.70513,14.8068,23.6207,29.5303,39.3111,47.6143,55.7746,64.0656,69.5556,82.4444,89.1379,4.25,13.4776,22.0676,28.4286,35.5135,43.8493,51.058,58.8718,68.0562,76.2115,85.5385,5.85039,17.881,23.0435,30.1579,36.8481,48.1096,56.2542,61.3333,68.9444,77.04,89.2836,3.83333,11.7407,19.0156,26.0455,35.8143,42.4459,51.9365,61.4872,67.8478,78.1026,84.0286,4.22449,17.2069,25.3833,32.0351,39.0882,47.6479,55.9706,63.1562,71.5616,80.1111,87.7595,3.27723,10.0526,18.6471,28.9286,38.1017,45.6143,53.5441,60.9375,66.9265,76.0526,86.4889,12.2667,14.4769,23.0625,30.3818,37.2879,47,55.1757,62.6607,72.1467,82.0339,88.5821,3.73214,13.3684,21.6125,28.1,36.0946,44.5147,52.0769,60.8571,67.961,77.3333,86.5556,6.9596,17.6667,19.7059,31.9385,39.5581,46.3857,56.1231,67.0227,74.7917,81.1639,88.1509,
31.2778,7.48571,20.403,29.4783,35.5373,41.8833,52.4795,61.7391,64.2105,75.0723,84.3617,9.35897,17.4868,24.9016,30.6047,41.8312,48.9718,57.2903,64.3182,71.5513,80.9091,87.9893,3.39216,13.25,19.7,26.8182,34.3651,42.5606,50.8507,58.1739,67.8393,75.0308,82.7273,4.67677,13.5758,23.8182,32.6914,39.3276,46.9429,54.2281,63.4667,70.942,78.5867,88.7931,3.49206,10.8182,19.3239,28.0118,36.75,43.8077,52.95,59.9818,65.9839,74.6866,84.4574,4.67442,15.8519,24.2188,31.7115,41.3833,47.4531,56.4494,66.0145,73.8824,81.8043,89.4603,2.13793,9.57534,18.5306,26.1429,33.5636,39.9412,51.6235,61.1395,70.6757,77.3043,84.7674,8.41818,15.9375,23.6143,32.4583,40.4225,47.871,55.5522,64.1639,71.2892,81,89.1333,3.19512,12.9412,21.5088,27.2222,34.9375,43.9315,52.8444,59.8095,65.15,76.7833,85.9506,7.78082,16.5,21.6308,31.1364,39.7162,50.0175,54.5814,64.8247,73.8148,78.8837,88.3889,3.71429,13.0678,20.4074,28.7606,35.9783,43.3218,49.1111,58.3125,68.954,77.9891,86.875,4.65263,13.08,22.4198,31.339,38.8025,47.0789,54.06,64.1923,73.4808,82.3276,88.746,2.75,9.48333,16,28.0758,34.1905,41.907,53.0508,59.7857,67.2941,78.0351,83.8125,4.91667,15.1791,23.4222,32.4364,38.0968,45.5405,54.1296,61.2615,70.5155,83.0968,89.5789,
23.087,9.40517,20.6809,26.2396,37.2,46.8706,53.5526,58.2273,66.4533,76.5876,86.7812,4.88764,14.5,23.8889,30.5797,38.68,47.7077,54.0426,62.3,70.8611,82.0548,88.875,2.76543,13.9016,20.5476,27.2687,38.6543,45.4722,52.5667,58.4032,67.25,77.0533,87.6,7.4557,16.8519,26.1429,33.806,40.4416,48.2,56.3621,64.2222,72.475,80.8941,86.7303,3.2551,11.4407,19.6197,26.9844,35.0417,42.8136,50.7,58.2292,67.9,74.5714,85.5833,6.41176,16.1735,25.1449,32.2903,37.3951,45.3824,55.2321,63.1413,70.8939,79.9518,87.6829,4.13978,19.12,12.6102,27.0667,33.9041,43.5227,50.9107,57.5,67.6203,76.4118,86.8021,6.38739,18.4528,26.1429,33.4894,40.6441,47.8125,53.875,61.3478,69.1585,80.5732,89.1034,3.21429,14.5179,21.1538,29.2529,37.9388,45.6923,52.8214,59.5469,65.6444,75.1392,85.398,7.93814,18.7321,20.26,31.662,41.0133,51.0635,58.2632,66.5424,73,80.24,87.6413,3.17045,12.194,21.7451,27.6316,35.6714,44.8182,53.597,60.6222,67.4478,77.6429,85.1463,8.95,17.6267,24.0877,31.3099,39.2568,49.0795,57.5366,61.7321,69.25,77.7143,88.4638,3.11364,12.087,19.4762,26.8592,36.5467,45.082,53.6714,60.0789,66.6829,77.6667,86.9419,5.18293,14.8333,23.75,33.2656,40.5882,47.8052,54.8158,64.4024,74.1395,79.9844,87.6087,
41.359,9.86316,19.3784,28.3605,38.3918,44.6176,51.5408,63.9286,63.5747,74.4479,83.7059,4.5303,16.6935,25.9855,33.55,40.5,47.8909,53.94,60.95,69.519,82.2969,88.8684,3.3587,11.6829,20.4912,28.4375,36.8947,45.8519,53.3519,59.7586,67.9178,76.3462,84.2353,9.6125,17.2987,24.7188,32.6029,40.8125,48.2407,55.2857,62.1774,71.2667,80.6235,88.8077,2.53521,10.7051,19.7681,26.5873,34.7656,47.36,51.2542,60.2532,68.8358,76.8889,86.4,4.65909,14.5294,23.8143,33.3077,39.0417,46.1389,54.2133,61.619,71.8596,80.2639,87.913,3.7093,14.4,19.6406,28.5581,35.0638,44.0976,55.7778,61.08,66.8491,75.1618,85.5566,9.76,16.4912,23.5385,32.3556,41.9639,49.6324,57.1964,65.3279,74.0333,81.4444,88.7115,3.79348,11.36,17.9615,25.0484,33.5303,42.1887,52.3676,60.1702,66.8868,73.7647,86.7284,6.1413,14.4688,23.9516,31.3226,38.5231,47.9901,54.2581,63.0588,71.2258,79.2169,87.8056,3.05435,12.5571,18.1618,26.0139,33.775,41.5882,49.3415,57.8871,65.2319,74.2405,84.4051,7,16.8387,24.0806,33.0526,41.3651,48.6667,55.4304,63.2787,70.75,77.9559,87.1667,2.56923,12.5161,21.6333,29.3333,36.3692,45.2603,52.0921,60.1618,64.7857,72.1507,85.7041,4.5119,13.9677,22.9651,32.3117,41.431,46.2143,55.5714,65.1111,72.2051,79.5619,88.1538,
27.0149,10.0179,19.5588,29.4444,34.5172,43.0233,52.494,60.2576,67.0328,77.8403,87.7164,4.82418,18.0566,24.4468,29.2642,39.6957,46.3,58.38,64.4286,71.0909,77.9167,87.1702,2.32203,12.9519,21.4375,28.6809,35.5926,43.4189,51.1695,57.2407,67.9067,77.6418,85,5.87736,16.2907,25.4783,33.6053,40.5147,48.8571,56.8919,63.9296,71.0308,78.9481,88.6053,3.5,12.8254,21.3433,29.6533,37.3443,44.2679,51.2,58.3735,68.6849,75.3,81.8774,8.5873,15.2353,22.8,32.6842,39.1029,46.1781,54.7258,62.5692,71.7561,79.1864,88.2527,3.60504,13.5217,19,24.2059,34.9429,46.7,53.1132,59.6066,66.3922,77.7843,83.1724,8.05333,17.5556,25.2,32.3167,38.8548,45.3191,54.8281,64.9014,72.6866,79.5918,88.5789,2.33333,11.4458,19.7541,30.0597,37.2239,44.614,51.614,60.2632,67.8727,74.9851,83.8529,5.35,15.8784,24.4342,32.8448,42.5417,49.1972,56.5634,63.9524,71.4697,81.8088,89.1944,3.88785,13.7013,19.814,27.4776,34.4222,41.9688,51,60.6429,69.1385,77.431,84.0154,6.6129,12.3696,22.7397,31.7969,39.2985,49.7683,59.9512,60.2063,69.1059,77.961,87.8095,2.07792,11.3492,18.3625,27.7115,36.1094,43.2857,51.7879,58.8507,65.8272,75.8784,85.876,5.17204,15.1154,24.5647,29.9268,38.2267,47.3898,55.8085,61.4,71.026,80.4306,87.3571,
51.8036,9.20482,16,25.9238,36.2708,41.3099,51.5732,60.7216,69.6716,75.0462,82.6219,3.77143,14.5254,24.3182,31.4483,39.2453,48.1875,55.9833,62.4727,69.8169,80.8194,88.6471,4.35714,11.825,18,25.5273,37.0172,44.8103,50.449,56.4333,66.5294,76.85,85.2241,5.64865,15.2879,24.7222,30.8507,40.4143,47.4583,55.7612,64.0575,72,81.1219,87.9367,3.36264,13.6667,20.8,26.7612,35.8525,44.45,53.8636,60.9481,69.9216,77.42,85.8052,7.12245,14.3171,25.2179,34.3649,42.3297,50.6545,55.4737,68.66,72.9273,81.1538,88.2778,3.6087,12.7647,19.3077,30.2143,35.7647,42.9762,53.537,60.6,68.1791,77.5,85.5882,6.71591,14.7347,22.8056,30.3571,39.2174,46.9286,54.3,61.775,71.5641,79.4493,88.9512,3.05128,13.5692,20.1455,27.9625,38.254,46.0175,51.3846,59.2927,68.5897,77.7541,86.4536,5.78333,13.8493,22.6796,32.1667,38.28,47.913,56.1522,63.4865,73.0972,79.6346,87.3433,2.94059,10.0986,16.7436,26.0127,35.3765,42.1346,49.2826,57.3421,68.5287,79.1667,87.493,8.75641,16.7308,24.6833,33.125,41.16,47,53.6053,63.7683,74.068,83.5385,86.4717,2.56338,13.4,19.7925,28.7326,37.5102,44.3768,51.24,60.2388,67.9255,77.4384,86.4074,4.80899,16.3768,23.9394,30.375,38.0625,49.8511,58.0725,65.6719,74.3,80.5893,88.3091,
47.8036,6.26446,17.2887,27.6484,36.3816,44.0333,51,60.4615,69.4,77.013,86.505,5.58654,17.2623,23.9455,31.7313,40.2381,47.3148,54.4154,63.4,71.3231,80.6857,88.2791,4.31325,13.5385,20.4,27.1111,36.2955,41.551,51.2581,58.1207,67.8513,75.9714,86.8816,5.52564,15.6719,24.7059,31.4419,38.4783,46.3286,53.125,61.6825,70.75,79.9643,87.6143,3.28916,12.0164,20.5172,28.6301,35.6912,43.5128,52.9053,62.6186,71.7571,77.3273,86.7656,10.9074,14.7204,23.1321,30.7385,38.8718,47.7027,55.6418,62.8,70.6292,82.1042,89,3.75229,11.5,17.8197,26.6087,35.5,44.303,52.4255,60.4375,63.8182,76.0833,83.8788,4.66667,12.6,21.9571,31.9104,41.1081,50.1607,58.4079,66.4231,72.7361,81.1552,88.2857,4.11111,13.2319,20.1346,28.1231,35.825,43.2549,51.1525,58.58,66.3968,74.7429,83.7011,5.62,16.92,23.9091,31.7297,41.3611,47.2115,55.7564,64.3571,72.2295,80.3659,88.1279,3.62821,10.9153,20.6618,28.6462,36.9242,42.8475,51.6456,57.1389,66.3143,75.6506,86.5676,6.80723,16.3333,23.3971,32.5955,41.6863,48.9091,56.2364,62.8095,70.8533,81.7551,87.8657,2.77778,11.75,21.2025,30.5581,37.5435,44.4478,52.2222,58.473,65.7674,74.7835,85.5488,3.54167,12.5059,23.5,30.4681,38.9242,48.7024,58.4792,66.4,74.8491,78.4865,86.8485,
54.1509,11.0909,21.0735,26.9167,35.0375,40.8571,49.1273,58.2078,67.9767,76.1184,83.75,4.50833,16.7024,24.7451,31.8393,42.2273,48.1707,54.1286,61.9048,70.0448,79.2586,87.4526,4.20833,12.9041,19.8167,28.4533,36.5926,43.2727,52.9091,59.7193,67.8462,75.7609,86.4483,6.1828,15.6304,23.6957,32.8913,40.4583,47.3968,55.0244,63.8056,73.0811,79.8491,87.4568,3.97468,13.7143,22.6512,30.775,37.3125,45.3974,52.4333,60.8636,68.8028,75.6667,85.0615,5.29524,16.9032,24.9388,30.8293,39.4265,48.3265,57.6327,64.3846,69.5192,77.1395,86.617,2.79518,10.5397,19.55,27.6596,34.4828,41.6556,51.5833,60.0833,67.8793,75.7097,83.2586,10.16,17.2794,24.9189,31.7973,40.3,48.7273,56.2462,64.5833,73.8413,79.5556,88.9583,3.81818,11.8312,21.0638,26.9,34.0182,43.0172,52.8919,61.6,67.6538,74.875,85.1802,6.65169,17.625,25.1429,33.3333,41.1081,49.3387,57.5797,62.6792,70.35,77.7467,86.7475,2.27778,11.4348,20,30.2778,37.3333,43.087,50.3051,57.8448,66.7727,74.2895,84.5385,4.79762,15.3165,24.9429,30.381,39.2778,48.4211,56.9394,65.0247,70.25,80.0889,88.4516,3.22388,12.1013,20.2222,26.4074,34.4565,43.8116,52.3373,61.1324,66.7568,73.1286,87.7879,4.5,14.0588,23.84,32.234,37.3902,44.942,53.8649,62.2,71.9595,81.1782,88.2222,
43.7821,12.8556,22.24,29.2121,36.8833,43.7907,50.8983,59.061,66.9737,75.8387,86.6145,4.37589,15.9333,23.7727,33.6154,39.8485,45.3582,54.1045,62.9545,71.5588,81.6441,88.6078,3.47917,11.1449,19.9324,32.3333,31.2462,43.6615,52.3922,58.5532,67.6129,75.8041,86.6047,7.45882,16.7241,23.7797,30.8,40.3488,48.4821,54.2973,63.086,71.9565,81.2319,88.1948,3.21687,13.8148,19.8734,29.0482,34.75,41.5181,52.4516,61.0822,68.2571,76.6559,85.2253,8.07595,16.7846,23.5682,32.0426,37.6119,45.6234,53.6522,62.4681,68.2745,78.0263,87.6354,3.86139,12.1053,22.2917,28.46,35.7407,45.5484,54.7746,60.9057,69.7778,77.0952,86.3951,9.19565,18.1,25.5254,30.0526,37.4921,48.1034,59.2034,65.7429,71.2593,78.8354,87.1263,3.09091,12.4796,20.3088,29.4079,36.32,43.8947,52.1625,61.2203,66.549,73.0484,85.1538,4.91379,16.9747,22.234,29.2113,45.3736,46.3256,55.129,59.5843,70.5972,79.275,88.9038,1.93333,13.3867,20,27.2105,36.2727,42.619,51.1961,61.3514,66.7344,76.2727,88.7885,6.51579,18.0278,24.1809,31.9855,40.9167,49,56.0612,61.8507,71.2469,82.5333,85.3455,3.13699,11.9785,21.88,25.4043,34.64,44.8721,51.1622,57.5325,65,74.3636,86.7176,5.55556,15.0526,20.8571,32.7333,39.5952,46.7778,54.55,63.28,73.481,82.9375,89.2222,
